INFO 2024-11-20 04:33:34,477 Watching for file changes with StatReloader
INFO 2024-11-24 13:35:23,988 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2024-11-24 13:35:23,988 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
WARNING 2024-11-24 13:35:27,785 Not Found: /assign-role
WARNING 2024-11-24 13:35:27,785 "GET /assign-role HTTP/1.1" 404 2823
INFO 2024-11-24 13:37:14,642 C:\Users\User\Desktop\miniproject2\StudentManagement\StudentManagement\urls.py changed, reloading.
INFO 2024-11-24 13:37:15,652 Watching for file changes with StatReloader
INFO 2024-11-24 13:37:59,499 C:\Users\User\Desktop\miniproject2\StudentManagement\StudentManagement\urls.py changed, reloading.
INFO 2024-11-24 13:38:00,291 Watching for file changes with StatReloader
INFO 2024-11-24 13:38:02,018 C:\Users\User\Desktop\miniproject2\StudentManagement\StudentManagement\urls.py changed, reloading.
INFO 2024-11-24 13:38:02,773 Watching for file changes with StatReloader
INFO 2024-11-24 13:39:52,945 "GET /api/auth/users/ HTTP/1.1" 200 13380
INFO 2024-11-24 13:39:59,377 "POST /api/drf-auth/logout/?next=/api/auth/users/ HTTP/1.1" 302 0
WARNING 2024-11-24 13:39:59,387 Unauthorized: /api/auth/users/
WARNING 2024-11-24 13:39:59,387 "GET /api/auth/users/ HTTP/1.1" 401 9486
INFO 2024-11-24 13:40:01,499 "GET /api/drf-auth/login/?next=/api/auth/users/ HTTP/1.1" 200 2720
INFO 2024-11-24 13:40:04,757 "POST /api/drf-auth/login/ HTTP/1.1" 302 0
INFO 2024-11-24 13:40:04,774 "GET /api/auth/users/ HTTP/1.1" 200 13380
INFO 2024-11-24 13:44:36,662 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:44:37,608 Watching for file changes with StatReloader
INFO 2024-11-24 13:44:51,850 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:44:52,722 Watching for file changes with StatReloader
INFO 2024-11-24 13:44:57,784 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:44:58,648 Watching for file changes with StatReloader
INFO 2024-11-24 13:45:01,401 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:45:02,247 Watching for file changes with StatReloader
INFO 2024-11-24 13:45:05,036 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:45:05,845 Watching for file changes with StatReloader
INFO 2024-11-24 13:45:10,708 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:45:11,594 Watching for file changes with StatReloader
INFO 2024-11-24 13:45:15,424 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:45:16,212 Watching for file changes with StatReloader
INFO 2024-11-24 13:45:21,176 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:45:21,998 Watching for file changes with StatReloader
INFO 2024-11-24 13:45:50,532 "GET /api/attendances HTTP/1.1" 301 0
ERROR 2024-11-24 13:45:50,736 Internal Server Error: /api/attendances/
Traceback (most recent call last):
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\core\handlers\base.py", line 220, in _get_response
    response = response.render()
               ^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\template\response.py", line 114, in render
    self.content = self.rendered_content
                   ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\response.py", line 74, in rendered_content
    ret = renderer.render(self.data, accepted_media_type, context)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\renderers.py", line 727, in render
    context = self.get_context(data, accepted_media_type, renderer_context)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\renderers.py", line 658, in get_context
    raw_data_post_form = self.get_raw_data_form(data, view, 'POST', request)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\renderers.py", line 541, in get_raw_data_form
    if not self.show_form_for_method(view, method, request, instance):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\renderers.py", line 431, in show_form_for_method
    view.check_permissions(request)
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 331, in check_permissions
    for permission in self.get_permissions():
                      ^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py", line 19, in get_permissions
    return [IsAuthenticated(), IsTeacher() | IsAdmin()]
                               ~~~~~~~~~~~~^~~~~~~~~~~
TypeError: unsupported operand type(s) for |: 'IsTeacher' and 'IsAdmin'
ERROR 2024-11-24 13:45:50,743 "GET /api/attendances/ HTTP/1.1" 500 106906
INFO 2024-11-24 13:46:10,257 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:46:11,073 Watching for file changes with StatReloader
INFO 2024-11-24 13:46:13,872 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:46:14,681 Watching for file changes with StatReloader
INFO 2024-11-24 13:46:16,395 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:46:17,154 Watching for file changes with StatReloader
ERROR 2024-11-24 13:46:20,770 Internal Server Error: /api/attendances/
Traceback (most recent call last):
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\viewsets.py", line 124, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 497, in dispatch
    self.initial(request, *args, **kwargs)
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 415, in initial
    self.check_permissions(request)
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 332, in check_permissions
    if not permission.has_permission(request, self):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: IsAuthenticated.has_permission() missing 1 required positional argument: 'view'
ERROR 2024-11-24 13:46:20,775 "GET /api/attendances/ HTTP/1.1" 500 105639
INFO 2024-11-24 13:47:02,541 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:47:03,483 Watching for file changes with StatReloader
INFO 2024-11-24 13:47:23,136 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:47:23,968 Watching for file changes with StatReloader
INFO 2024-11-24 13:47:39,486 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:47:40,203 Watching for file changes with StatReloader
INFO 2024-11-24 13:47:49,304 C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py changed, reloading.
INFO 2024-11-24 13:47:50,129 Watching for file changes with StatReloader
INFO 2024-11-24 13:47:53,479 "GET /api/attendances/ HTTP/1.1" 200 12153
INFO 2024-11-24 13:48:50,376 "GET /api/auth/users/ HTTP/1.1" 200 13380
INFO 2024-11-24 13:48:55,407 "POST /api/drf-auth/logout/?next=/api/auth/users/ HTTP/1.1" 302 0
WARNING 2024-11-24 13:48:55,415 Unauthorized: /api/auth/users/
WARNING 2024-11-24 13:48:55,416 "GET /api/auth/users/ HTTP/1.1" 401 9486
WARNING 2024-11-24 13:48:58,173 Unauthorized: /api/auth/users/
WARNING 2024-11-24 13:48:58,173 "GET /api/auth/users/ HTTP/1.1" 401 9486
WARNING 2024-11-24 13:48:58,778 Unauthorized: /api/auth/users/
WARNING 2024-11-24 13:48:58,779 "GET /api/auth/users/ HTTP/1.1" 401 9486
WARNING 2024-11-24 13:48:59,526 Unauthorized: /api/auth/users/
WARNING 2024-11-24 13:48:59,529 "GET /api/auth/users/ HTTP/1.1" 401 9486
WARNING 2024-11-24 13:49:34,232 Bad Request: /api/auth/users/
WARNING 2024-11-24 13:49:34,233 "POST /api/auth/users/ HTTP/1.1" 400 11207
INFO 2024-11-24 13:49:44,317 "POST /api/auth/users/ HTTP/1.1" 201 11095
INFO 2024-11-24 13:49:59,517 "GET /api/drf-auth/login/?next=/api/auth/users/ HTTP/1.1" 200 2720
INFO 2024-11-24 13:50:06,208 "GET /api/drf-auth/login/?next=/api/auth/users/ HTTP/1.1" 200 2720
INFO 2024-11-24 13:50:16,238 "POST /api/drf-auth/login/ HTTP/1.1" 302 0
INFO 2024-11-24 13:50:16,252 "GET /api/auth/users/ HTTP/1.1" 200 13380
INFO 2024-11-24 13:55:22,378 C:\Users\User\Desktop\miniproject2\StudentManagement\users\views.py changed, reloading.
INFO 2024-11-24 13:55:23,211 Watching for file changes with StatReloader
INFO 2024-11-24 13:56:40,779 C:\Users\User\Desktop\miniproject2\StudentManagement\users\views.py changed, reloading.
INFO 2024-11-24 13:56:41,548 Watching for file changes with StatReloader
INFO 2024-11-24 13:56:52,638 C:\Users\User\Desktop\miniproject2\StudentManagement\users\views.py changed, reloading.
INFO 2024-11-24 13:56:53,284 Watching for file changes with StatReloader
INFO 2024-11-24 13:57:43,290 C:\Users\User\Desktop\miniproject2\StudentManagement\users\views.py changed, reloading.
INFO 2024-11-24 13:57:44,000 Watching for file changes with StatReloader
INFO 2024-11-24 13:57:51,951 C:\Users\User\Desktop\miniproject2\StudentManagement\users\views.py changed, reloading.
INFO 2024-11-24 13:57:52,630 Watching for file changes with StatReloader
INFO 2024-11-24 13:58:47,918 C:\Users\User\Desktop\miniproject2\StudentManagement\StudentManagement\urls.py changed, reloading.
INFO 2024-11-24 13:58:48,591 Watching for file changes with StatReloader
INFO 2024-11-24 13:58:55,438 "GET /api/users HTTP/1.1" 301 0
WARNING 2024-11-24 13:58:55,482 Forbidden: /api/users/
WARNING 2024-11-24 13:58:55,482 "GET /api/users/ HTTP/1.1" 403 5873
INFO 2024-11-24 13:59:11,187 "POST /api/drf-auth/logout/?next=/api/users/ HTTP/1.1" 302 0
WARNING 2024-11-24 13:59:11,202 Unauthorized: /api/users/
WARNING 2024-11-24 13:59:11,203 "GET /api/users/ HTTP/1.1" 401 9570
INFO 2024-11-24 13:59:11,823 "GET /api/drf-auth/login/?next=/api/users/ HTTP/1.1" 200 2715
INFO 2024-11-24 13:59:13,488 "POST /api/drf-auth/login/ HTTP/1.1" 302 0
INFO 2024-11-24 13:59:13,504 "GET /api/users/ HTTP/1.1" 200 13165
INFO 2024-11-24 14:00:55,676 "POST /api/drf-auth/logout/?next=/api/users/ HTTP/1.1" 302 0
WARNING 2024-11-24 14:00:55,684 Unauthorized: /api/users/
WARNING 2024-11-24 14:00:55,685 "GET /api/users/ HTTP/1.1" 401 9570
INFO 2024-11-24 14:00:56,590 "GET /api/drf-auth/login/?next=/api/users/ HTTP/1.1" 200 2715
INFO 2024-11-24 14:01:05,359 "POST /api/drf-auth/login/ HTTP/1.1" 302 0
WARNING 2024-11-24 14:01:05,368 Forbidden: /api/users/
WARNING 2024-11-24 14:01:05,369 "GET /api/users/ HTTP/1.1" 403 5873
ERROR 2024-11-24 14:01:07,948 Internal Server Error: /api/attendances/
Traceback (most recent call last):
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\viewsets.py", line 124, in view
    return self.dispatch(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\rest_framework\mixins.py", line 38, in list
    queryset = self.filter_queryset(self.get_queryset())
                                    ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\StudentManagement\attendance\views.py", line 26, in get_queryset
    return Attendance.objects.filter(student__user=user)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\db\models\manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\db\models\query.py", line 1476, in filter
    return self._filter_or_exclude(False, args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\db\models\query.py", line 1494, in _filter_or_exclude
    clone._filter_or_exclude_inplace(negate, args, kwargs)
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\db\models\query.py", line 1501, in _filter_or_exclude_inplace
    self._query.add_q(Q(*args, **kwargs))
  File "C:\Users\User\Desktop\miniproject2\myvenv\Lib\site-packages\django\db\models\sql\query.py", line 1609, in add_q
    clause, _ = self._add_q(q_object, self.used_aliases)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
